time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1700516587000303900,-107.97369604492188,46.87487977836281,0.7664383769367954,-1,-30.075928359053485,41.57043594215065,-1,7.528087667913694,18.366383378773804,-51.12145304019452,0.016631681472063065
1700516694999921000,0.0259208984375,57.121416091918945,-1,-1,-30.077473586659288,52.87651824951172,-1,1414,6.914280891418457,-51.125009995966856,-1
1700516695047343900,0.07334375,57.12144660949707,-1,-1,-30.076976562615922,52.876548767089844,-1,1414,11.30672550201416,-51.12524435550196,-1
1700516703867493000,8.8934931640625,61.19618191071128,5.140469777763413,30.563800618498483,-30.07569387899425,56.951284068304055,114.92112250643505,72.55200718399774,98.48115256553234,-51.12222465661686,7.624763488769531
1700516704817493500,9.843493408203125,46.83500209981742,5.180723130361682,29.859573690424696,-30.075683677022162,42.5901042574102,111.36971232988729,49.62416104763394,8.06223815512424,-51.12218366375745,7.844285488128662
1700516705767496000,10.793495849609375,46.82479457457879,4.070586979124791,19.901970387758713,-30.075664458966756,42.57989673217156,118.13794708251953,38.85936884166595,7.629980335977308,-51.12205946037178,7.844285488128662
1700516706717499100,11.7434990234375,46.811095916424954,3.5560334461319396,15.841318010517961,-30.075701485076845,42.56619807401773,118.13794708251953,32.0711980579356,7.556960521291032,-51.12197985716599,9.100226402282715
1700516707667500000,12.6935,46.789056516331584,2.4006713959344808,7.836366719913754,-30.075723499593327,42.54415867392436,118.13794708251953,16.96157463837774,7.545604703531561,-51.121891851318054,9.813551902770996
1700516708617496800,13.643496826171875,46.752488635074606,2.092592989137013,5.958421917974574,-30.07577738775778,42.50759079266738,118.4654769897461,15.390810482572274,7.576575667866566,-51.121779017568834,11.853660583496094
1700516709567457500,14.59345751953125,46.72915577558713,1.77657512534035,5.315359486562026,-30.075822164453577,42.484257933179904,118.4654769897461,13.971537809563248,7.489790669817765,-51.1216842427581,11.853660583496094
1700516710517451500,15.543451416015625,46.641875990334626,1.6931127999467463,4.50833387101683,-30.07581593999187,42.3969781479274,118.4654769897461,15.226225942552444,13.003435242356737,-51.1217354014987,11.76987361907959
1700516711467442000,16.49344189453125,46.64200162414589,2.0666494602605723,6.773190867277179,-30.075836169733016,42.397103781738664,114.90643310546875,18.61505586331956,18.530962700365297,-51.12162436559797,11.433368682861328
1700516712417433900,17.443433837890623,46.58929692970024,3.2073189525254775,8.993159125688683,-30.075853811983617,42.34439908729301,114.90643310546875,16.506978177571426,19.0774496741285,-51.121580699868225,9.450321197509766
1700516713367425000,18.393425048828124,46.59268198161986,2.127873555953859,11.32560786268935,-30.075864080869543,42.347784139212635,114.90643310546875,18.520086862332715,24.004317184226732,-51.12155524243494,2.285782814025879
1700516714317425700,19.34342578125,46.62037234168994,2.1642424679204004,18.624856602146316,-30.075868025911458,42.37547449928271,114.90643310546875,16.050449317106924,22.636225154660973,-51.121545584475,2.285782814025879
1700516715267420000,20.293419921875,46.635847788749345,2.9219048254447992,33.012654679919535,-30.075871115719252,42.39094994634212,114.90643310546875,14.611160089631175,21.729579418194575,-51.12153834418666,0.6669512987136841
1700516716217411600,21.24341162109375,46.63584779575467,3.266788906739614,180,-30.075871115719313,41.3312694914639,114.90643310546875,14.611160089631175,21.729579418194575,-51.12153834418667,0.6669512987136841
1700516717167409000,22.193408935546874,46.634760617278516,3.600184992414101,180,-30.075875659472178,41.33019375707954,114.90643310546875,13.586361643920442,31.907197958066494,-51.121532430394055,0.5220581889152527
1700516718117406700,23.14340673828125,46.638140871189535,3.0775872694851416,180,-30.075880108036202,41.3335907002911,114.90643310546875,14.798547446168367,33.77784473946995,-51.121524729589844,0.5122728943824768
1700516719067400000,24.09339990234375,46.68145514745265,2.9670309127697023,180,-30.075888663088058,41.37692166585475,114.90643310546875,12.320613917181214,28.156977992294124,-51.12151341028139,0.7448417544364929
1700516720017399800,25.04339990234375,46.71868616901338,2.8694752565301274,180,-30.07589569856562,41.41416413150728,114.90643310546875,12.961019324132575,28.95806506463251,-51.12150154039368,0.7448417544364929
1700516721000393200,26.026393310546876,46.75118284672499,2.735008707486335,180,-30.0759007698958,41.44667749851942,114.90643310546875,11.94594741294812,23.89588832744761,-51.121493028430685,0.6734831929206848
1700516722000384800,27.026384765625,46.75344440154731,2.6162358385799256,180,-30.075899828939377,41.448939053341746,114.90643310546875,11.89863989903466,22.91034618160743,-51.12149350771623,0.20622284710407257
1700516723000378000,28.026378173828125,46.762974304147065,2.797977509515105,180,-30.075903430606502,41.4584689559415,114.90643310546875,12.07898618833027,23.06176963526321,-51.12149069671962,0.36383673548698425
1700516724000376600,29.02637646484375,46.766869644634426,2.6483174557432774,180,-30.075912321263342,41.462380985729396,114.90643310546875,13.889098158279031,26.42631817701033,-51.12147916474664,0.7617953419685364
1700516725000376600,30.02637646484375,46.77741592563689,2.8702649928348136,180,-30.075917090253174,41.472938710823655,114.90643310546875,12.424663597092671,23.33276552397885,-51.12147757392293,0.7617953419685364
1700516726000378600,31.026378662109376,46.78985446318984,2.8819735786203555,180,-30.075919981152655,41.48537152633071,114.90643310546875,12.508404588566135,22.960592532296886,-51.12147842627611,0.5709249377250671
1700516727000376600,32.02637646484375,46.7900056540966,2.8546561766444967,180,-30.07592644261343,41.48553368449211,114.90643310546875,15.834090854759403,29.82424379234032,-51.121471394928285,0.40187567472457886
