time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1700516155171500300,0.060500244140625,2.2925601569043725,0.0033893491460567846,0.9094383740983688,0.05623298381038358,0.40889773701332754,0.07558448345115966,0.14071456622565046
1700516155181509400,0.07050927734375,2.2924513379369156,0.0033657370822354924,0.9094296261821103,0.05605434990375644,0.4089682710847737,0.07530803642347889,0.14018638959439078
1700516155191519200,0.080519287109375,2.2923854866565456,0.0031389378965875374,0.9094341555266001,0.05625071469193798,0.4090092499686212,0.07504006033394764,0.13950778346216405
1700516155201528300,0.0905283203125,2.2924459894767697,0.0032429254559728747,0.909435493560214,0.0562080501974946,0.408971886438674,0.07522256465669136,0.13992886079602684
1700516155211537400,0.100537353515625,2.2924410827919184,0.003295897348823148,0.9094255936039952,0.056248043225957986,0.4089632915851026,0.07538690140787922,0.14027291796909702
1700516155221547000,0.110547119140625,2.2924481341849954,0.003212655411660126,0.9094468640518099,0.05608040899825622,0.40898732187837417,0.07500231076025381,0.13950112500589526
1700516155231556000,0.12055615234375,2.292139694073897,0.003188309197215501,0.9093947497667068,0.05596556269247584,0.4091435730345294,0.07478443047026952,0.1390739741164224
1700516155241565200,0.130565185546875,2.29213115242483,0.0037608895143880754,0.9093639975963305,0.055187812521877086,0.40914790893213426,0.07510624419202844,0.14013354226535182
1700516155251575300,0.1405751953125,2.2921054057166437,0.0038061998456393074,0.9093593521360241,0.055075447106320945,0.4091646735011573,0.0750683742637839,0.14010085423087695
1700516155261584400,0.15058447265625,2.291999742489741,0.004103688492293306,0.9093251731130276,0.05463167290476683,0.4092174325945266,0.07517917813001064,0.1405454832262667
1700516155271593200,0.16059326171875,2.2918026120179187,0.004344069189809876,0.9092897631198271,0.05401181692219184,0.4093366641221524,0.07494450913767549,0.14030883718323736
1700516155281603300,0.170603271484375,2.2915513960782503,0.0043331306067311256,0.9092447529524267,0.053944649105358164,0.4094600907315599,0.0748183227775482,0.14006231827211751
1700516155291612200,0.180612060546875,2.291437735368818,0.004830564627337939,0.9091963085057982,0.053264855466733846,0.4095134292256539,0.07508364919226437,0.1409542004476097
1700516155301621200,0.190621337890625,2.2912771782802555,0.005019065258038383,0.9091578821854875,0.05294419477438969,0.40959368246197847,0.07509826801515886,0.1411319696446082
1700516155311631000,0.200631103515625,2.2912335002654727,0.00486533334145107,0.9091863267364357,0.05263259488275495,0.4096632837662844,0.0743815911769518,0.13969364268278323
1700516155321640200,0.21064013671875,2.2911194405072943,0.004474281979389333,0.9091791044694215,0.05324752582496257,0.4097070445599129,0.07425293936034276,0.13913318829936946
1700516155331649300,0.220649169921875,2.2910981436215194,0.005026751851654639,0.9091404069117678,0.05259878955380244,0.4097079635691386,0.07468420950513255,0.14037644415068215
1700516155341658400,0.230658447265625,2.2911070348764815,0.004977609058089515,0.9091514922684356,0.05254521204162697,0.40971529662038086,0.07451248358930856,0.14002217882689763
1700516155351668500,0.24066845703125,2.291089868810673,0.005162555216120103,0.9091395841224269,0.05227262735152106,0.4097256421799804,0.07458929443032605,0.1403145929842271
1700516155361677000,0.250677001953125,2.2909822383871146,0.005359614214981885,0.9091172556500423,0.05183266631296484,0.4097918239525381,0.07448362177393034,0.14028098382044699
1700516155371686100,0.26068603515625,2.2908672319705756,0.005224559150706505,0.9090971280554512,0.05209237044559417,0.40983716039597484,0.07448975869761393,0.14017791667910964
1700516155381696300,0.2706962890625,2.290918029485494,0.005502669770403373,0.9090820168118463,0.0519019691576219,0.4097964390744615,0.07487588868401328,0.14111447299751034
1700516155391705300,0.280705322265625,2.291130329886765,0.005343864792375429,0.9091154015706892,0.052430399184899376,0.4096687709508694,0.07518103037275528,0.14154708391666754
