time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1700516091000162300,-64.11083764648437,47.99116356857121,1.2696536463613708,134.98339837048937,-30.07596827111343,43.74626572616398,96.72494802745511,5.019594120103109,2.9373818107653515,-51.12144525692891,0.36330417095787915
1700516155128803000,0.017802978515625,57.12129020690918,-1,-1,-30.07634295489469,52.87639236450195,-1,841.0566562589147,6.794952392578125,-51.1233423489057,-1
1700516155172357000,0.061357177734375,57.12143516540527,-1,-1,-30.076472257616985,52.87653732299805,-1,998.8801735431646,11.093290328979492,-51.12405166816147,-1
1700516160086766600,4.9757666015625,50.20416953819578,5.793908710839653,180,-30.07559439375459,45.95927169578855,235.02456076014838,100.0680558412414,97.17026283397911,-51.12235081826287,0.10553696006536484
1700516161088765200,5.97776513671875,46.826112714552515,4.218834394603379,180,-30.075544293888026,42.58121487214529,24.21151020638751,58.032763112704465,8.482849931497604,-51.12238727753121,0.09821265935897827
1700516162090766000,6.97976611328125,46.864570118577085,3.2024417252998982,82.28302110141968,-30.075545377592018,42.61967227616986,137.2276252335857,37.025801634096645,7.404651887506449,-51.122371028490036,0.10553696006536484
1700516163040766700,7.9297666015625,46.87020713956883,2.849189503331375,36.20822667143277,-30.07556436182901,42.6253092971616,116.50493685195684,28.903685545242716,7.293054933623608,-51.122359294992556,1.5643408298492432
1700516163999768300,8.888768310546874,46.84578003079144,2.6898812723117325,20.291620008219798,-30.075567806805033,42.60088218838421,119.0592267146155,24.288129057768977,7.281203285124137,-51.12233772155313,3.2654099464416504
1700516164999766800,9.888766845703126,46.840641346850944,2.7587687041154245,14.928058404849034,-30.075624532317924,42.59574350444372,119.26504005918667,21.2824724571325,7.797364274899538,-51.12225628201095,7.524785041809082
1700516165999732200,10.888732177734376,46.85399172426878,2.3441861266607837,10.95568947628032,-30.075656139483492,42.609093881861554,114.2152941139067,18.266964896803017,7.8291763462797945,-51.122152103278445,8.813323974609375
1700516166999724800,11.888724853515624,46.86510347966595,2.239726381192925,9.957437141263105,-30.07567136681736,42.62020563725872,118.13794708251953,16.6798323754993,7.837279991985287,-51.12204460903849,8.813323974609375
1700516167999723800,12.888723876953126,46.84717786945837,2.3482507329205684,9.207776105284497,-30.075712869237506,42.602280027051144,118.13794708251953,15.49481616480211,7.833454639539049,-51.121955382124256,9.569655418395996
1700516168999726800,13.888726806640625,46.83628061680815,1.5544262322111377,4.461109068285081,-30.075763622431644,42.59138277440093,118.4654769897461,10.528058760639055,7.804144457844803,-51.12184635029927,10.483043670654297
1700516169999724800,14.888724853515624,46.85173078392394,1.2964293599829197,3.646356844431497,-30.075802772119836,42.606832941516714,118.4654769897461,9.859377209833989,7.703868600274562,-51.12172481135237,12.178953170776367
1700516170999724800,15.888724853515624,46.74390615627943,1.1485709197413658,3.3260040459434426,-30.075819532970193,42.4990083138722,118.4654769897461,16.06563633691868,16.09231875809018,-51.12172778194054,12.178953170776367
1700516171999724800,16.888724853515626,46.76545853863932,1.5294491442503269,4.883957325514157,-30.075840573625502,42.520560696232096,114.90643310546875,24.775344144728212,25.387398289224294,-51.12160750502923,11.84500503540039
1700516172999724000,17.88872412109375,46.76546954549849,1.5294491446987384,4.883957325514191,-30.075885721007023,42.520571703091264,114.9940258256703,24.775344144751713,25.38739828920136,-51.12149615424828,11.84500503537996
1700516173999724000,18.88872412109375,46.74189100973308,2.3298051877425663,12.69166420190666,-30.07590644250188,42.496993167325854,115.14868105952496,20.345529306324263,21.009794996966914,-51.12144504909072,9.781640052783906
1700516174999718400,19.888718505859377,46.669554769061506,2.528618652660563,16.483470665209456,-30.07592274199696,42.42465692665428,138.38070465925725,23.218013472984573,24.045888190218093,-51.12147032479736,5.742272853848982
1700516175999712000,20.8887119140625,46.64343897532672,1.790050480702084,-1,-30.075887591450606,42.39854113291949,-1,10.196787830393344,10.755248721405787,-51.12150666429656,0.34601736068725586
1700516176999706000,21.8887060546875,46.642501125112176,1.6241925252989333,-1,-30.075888898403704,42.39760328270495,-1,14.520469077556221,15.20151592994988,-51.12150580238796,0.5460343956947327
1700516177999706400,22.888706298828126,46.61911224015057,1.0144217757629281,-1,-30.075890676546678,42.374214397743344,-1,17.564468256277358,18.16772559984209,-51.12150555921757,0.34601736068725586
