time,seconds_elapsed,z,y,x
1700516283830260000,0.013260009765625,-0.9469146728515625,-0.2162322998046875,0.025665283203125
1700516283840270000,0.02327001953125,-1.171142578125,-0.1173553466796875,0.04248046875
1700516283850280000,0.033280029296875,-0.991943359375,0.0458221435546875,0.00274658203125
1700516283860290000,0.0432900390625,-0.8212738037109375,-0.2932891845703125,0.06640625
1700516283870300200,0.053300048828125,-0.96722412109375,-0.21868896484375,0.0475616455078125
1700516283880310000,0.06331005859375,-1.1739044189453125,-0.0638275146484375,-0.0045166015625
1700516283890320100,0.073320068359375,-1.009735107421875,-0.1060028076171875,0.0455322265625
1700516283900330000,0.083330078125,-0.9937744140625,-0.1491241455078125,0.0640869140625
1700516283910340000,0.093340087890625,-0.798736572265625,-0.145477294921875,0.0205078125
1700516283920351000,0.10335107421875,-0.9758453369140625,-0.1959075927734375,0.023101806640625
1700516283930361000,0.113361083984375,-1.1771392822265625,-0.10003662109375,0.0463409423828125
1700516283940371000,0.123370849609375,-0.9837493896484375,0.047515869140625,0.0022430419921875
1700516283950381000,0.133381103515625,-0.817047119140625,-0.30035400390625,0.08294677734375
1700516283960391200,0.14339111328125,-1.0082550048828125,-0.1811065673828125,0.03045654296875
1700516283970401000,0.153401123046875,-1.184539794921875,-0.0778045654296875,0.0152587890625
1700516283980411100,0.1634111328125,-0.985809326171875,-0.081817626953125,0.0348358154296875
1700516283990421000,0.1734208984375,-0.99639892578125,-0.1530914306640625,0.0758819580078125
1700516284000431000,0.18343115234375,-0.8105621337890625,-0.149658203125,0.01129150390625
1700516284010441000,0.19344091796875,-0.9669647216796875,-0.189239501953125,0.0117340087890625
1700516284020446700,0.20344677734375,-1.1703643798828125,-0.0793609619140625,0.0637664794921875
1700516284030456800,0.213456787109375,-1.009765625,0.04400634765625,-0.006378173828125
1700516284040467700,0.2234677734375,-0.874847412109375,-0.301025390625,0.076568603515625
1700516284050477800,0.233477783203125,-0.9174957275390625,-0.1959381103515625,0.01971435546875
1700516284060487700,0.24348779296875,-1.1175384521484375,-0.0987396240234375,0.0108489990234375
1700516284070497800,0.253497802734375,-1.0570831298828125,-0.0756072998046875,0.033172607421875
1700516284080507600,0.263507568359375,-1.033294677734375,-0.1431427001953125,0.0580291748046875
1700516284090517800,0.273517822265625,-0.7747650146484375,-0.149169921875,0.0091705322265625
1700516284100527900,0.28352783203125,-0.9258270263671875,-0.1934814453125,0.006500244140625
1700516284110537700,0.293537841796875,-1.1552276611328125,-0.0855865478515625,0.0433349609375
1700516284120547800,0.3035478515625,-1.016937255859375,0.045684814453125,-0.0036468505859375
1700516284130557700,0.3135576171875,-0.8702850341796875,-0.3509521484375,0.0864410400390625
1700516284140567800,0.32356787109375,-0.9616851806640625,-0.146270751953125,0.0009765625
1700516284150578700,0.33357861328125,-1.0765228271484375,-0.1068267822265625,-0.019256591796875
1700516284160588800,0.3435888671875,-1.0778656005859375,-0.06634521484375,0.0464019775390625
1700516284170598700,0.3535986328125,-1.0319061279296875,-0.1660919189453125,0.0435028076171875
1700516284180608800,0.36360888671875,-0.760009765625,-0.1593780517578125,0.00341796875
1700516284190619000,0.373618896484375,-0.9638671875,-0.158843994140625,-0.0004730224609375
1700516284200628700,0.383628662109375,-1.1330718994140625,-0.0446929931640625,0.0234527587890625
1700516284210638800,0.393638916015625,-1.04534912109375,-0.013397216796875,-0.0074005126953125
1700516284220648700,0.403648681640625,-0.8490142822265625,-0.3074188232421875,0.1043853759765625
1700516284230658800,0.413658935546875,-1.003204345703125,-0.086944580078125,-0.0296630859375
1700516284240668700,0.423668701171875,-1.081756591796875,-0.100189208984375,0.0300140380859375
1700516284250679800,0.4336796875,-1.0910491943359375,-0.0459442138671875,0.04595947265625
1700516284260689700,0.443689697265625,-0.9678955078125,-0.1946563720703125,0.064483642578125
1700516284270699800,0.45369970703125,-0.701263427734375,-0.13787841796875,-0.0013427734375
1700516284280709600,0.463709716796875,-1.0420379638671875,-0.1630706787109375,0.029998779296875
1700516284290719700,0.4737197265625,-1.171783447265625,0.01519775390625,0.0368499755859375
1700516284300729900,0.483729736328125,-0.9614410400390625,-0.0919189453125,0.011749267578125
1700516284310739700,0.49373974609375,-0.8187103271484375,-0.314666748046875,0.0960693359375
1700516284320749800,0.503749755859375,-1.0479583740234375,-0.096038818359375,-0.0246124267578125
1700516284330759700,0.513759765625,-1.097747802734375,-0.0936737060546875,0.0546112060546875
1700516284340769800,0.523769775390625,-1.0915374755859375,-0.1012115478515625,0.0531158447265625
1700516284350780700,0.53378076171875,-0.8908843994140625,-0.1735382080078125,0.05023193359375
1700516284360790800,0.543790771484375,-0.7993621826171875,-0.176666259765625,0.00592041015625
1700516284370800600,0.553800537109375,-1.1826629638671875,-0.130340576171875,0.0444793701171875
1700516284380810800,0.563810791015625,-1.108184814453125,0.0484466552734375,0.026519775390625
1700516284390820900,0.57382080078125,-0.860107421875,-0.208282470703125,0.046539306640625
1700516284400830700,0.583830810546875,-0.8695526123046875,-0.2589263916015625,0.066650390625
1700516284410840800,0.5938408203125,-1.1346893310546875,-0.06280517578125,-0.030975341796875
1700516284420850700,0.6038505859375,-1.09906005859375,-0.0741424560546875,0.0444488525390625
1700516284430861800,0.61386181640625,-1.0222015380859375,-0.1220703125,0.0439910888671875
1700516284440871700,0.62387158203125,-0.7745819091796875,-0.1889801025390625,0.0235748291015625
1700516284450881800,0.6338818359375,-0.877716064453125,-0.1437225341796875,-0.015350341796875
1700516284460891600,0.6438916015625,-1.16253662109375,-0.1151885986328125,0.0240325927734375
1700516284470901800,0.65390185546875,-1.09710693359375,0.049346923828125,0.0032806396484375
1700516284480911600,0.66391162109375,-0.8448028564453125,-0.2574920654296875,0.0420684814453125
1700516284490921700,0.673921630859375,-0.8750152587890625,-0.184967041015625,0.025909423828125
1700516284500931800,0.683931884765625,-1.124725341796875,-0.110076904296875,-0.028167724609375
1700516284510941700,0.693941650390625,-1.0995635986328125,-0.048828125,0.02978515625
1700516284520952600,0.70395263671875,-1.0342559814453125,-0.144683837890625,0.0434417724609375
1700516284530962700,0.713962646484375,-0.761962890625,-0.1527557373046875,-0.002197265625
1700516284540972800,0.723972900390625,-0.908447265625,-0.172576904296875,0.0242919921875
1700516284550982700,0.733982666015625,-1.1980438232421875,-0.0863037109375,0.0139923095703125
1700516284560992800,0.74399267578125,-1.05767822265625,0.04644775390625,0.0037078857421875
1700516284571002600,0.754002685546875,-0.848114013671875,-0.302947998046875,0.0811920166015625
1700516284581012700,0.7640126953125,-0.9142608642578125,-0.1462249755859375,0.00970458984375
