time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1700515531995009800,0.061009765625,2.4202441816422646,-0.010688767196541393,-0.9346437248457306,0.013944585464827883,-0.3521589053168737,-0.048072370134091456,0.09754397940150032
1700515532005020000,0.07102001953125,2.42063927853625,-0.010541748045440044,-0.934718895271778,0.014161008739887335,-0.35197154790308144,-0.04801616485251857,0.09733765729906366
1700515532015030000,0.081030029296875,2.4208277334660044,-0.011100361895769259,-0.934717144869869,0.01350021033749007,-0.35188228261219484,-0.04857503486791837,0.09878044175396287
1700515532025040000,0.091039794921875,2.420407195036596,-0.011137459431582255,-0.9346304086627052,0.01367756422396782,-0.3520670320560257,-0.048894720820826604,0.09940286832319002
1700515532035050000,0.101050048828125,2.4202040545613293,-0.010724177156154296,-0.9346213286611124,0.014158964304947388,-0.3521634569202491,-0.04846644241587717,0.09830713654550684
1700515532045059800,0.111059814453125,2.4206916694250142,-0.010708165083515126,-0.9347103038891458,0.014107346391324514,-0.35193865279611547,-0.048384929102552515,0.09814651201933101
1700515532055070000,0.121070068359375,2.420713248558996,-0.011175871617702634,-0.9346887975168734,0.013483362093811091,-0.351931783856676,-0.04874333891367414,0.09914835934043975
1700515532065079800,0.131079833984375,2.4203536068138214,-0.010973872339724107,-0.9346322638175653,0.013854910073046185,-0.35209343194390763,-0.04870835521516457,0.09893779020110241
1700515532075090000,0.14108984375,2.42022149218092,-0.010636258588551278,-0.9346333453466417,0.014192401397039185,-0.3521592787879256,-0.04828209130838068,0.09789972874506205
1700515532085100000,0.15110009765625,2.4207188839442457,-0.010646200835463101,-0.9347187786099422,0.014181800918865398,-0.35192596804492826,-0.048327911886851184,0.09799613408863521
1700515532095110000,0.16110986328125,2.420683329959073,-0.011250245660322688,-0.934681105475632,0.013354681153095438,-0.35194796604771805,-0.04875632915559777,0.09922498282435903
1700515532105120000,0.1711201171875,2.4201567939835993,-0.01097240252639908,-0.9345982151751014,0.013856522350022953,-0.3521856156344859,-0.04869298270383904,0.09890657437267686
1700515532115129900,0.1811298828125,2.4202766102858573,-0.010633151911263263,-0.9346353704745188,0.014345320309040907,-0.3521251860853545,-0.04849386851607973,0.0982947794006496
1700515532125140000,0.191139892578125,2.4207516625604035,-0.011072593002093135,-0.9346993681403666,0.013652840167830742,-0.35191124270517415,-0.04871204880849085,0.09901710344166796
1700515532135150800,0.20115087890625,2.420455895703347,-0.011266474184069326,-0.934628319833363,0.013571518782514527,-0.3520414503836357,-0.049089992226952775,0.09986021170527168
1700515532145161000,0.211160888671875,2.4201254521790445,-0.010907461874673327,-0.9345987123019263,0.013897831005411632,-0.3522024535320571,-0.048577207689169705,0.0986435594047328
1700515532155170800,0.2211708984375,2.4203381875622854,-0.010637125871704768,-0.9346543316702394,0.014175419794605692,-0.35210545468675125,-0.04826845894447725,0.09787562255189639
1700515532165181000,0.231180908203125,2.4206685249687814,-0.011045143237596458,-0.934689459220795,0.01363319745156245,-0.35195321447997374,-0.04860568238262127,0.09879783468177662
1700515532175191000,0.24119091796875,2.4203509196269355,-0.011296078445747244,-0.934608815591891,0.013526447047130193,-0.35209117887063757,-0.0490972719785744,0.09989404013396962
1700515532185201000,0.251200927734375,2.420012375647077,-0.010978623091078298,-0.9345674621599478,0.01395173469265331,-0.35224760692207185,-0.04883391199188309,0.09917404881452113
1700515532195211000,0.2612109375,2.4203569761008525,-0.010822114865214618,-0.9346344446673527,0.014182319606440473,-0.35208374492500083,-0.04876953642750847,0.09894532836814894
1700515532205220900,0.271220947265625,2.4205292792913276,-0.011322891414917163,-0.9346417882916171,0.01342222377787108,-0.35201152497941407,-0.049033532799039534,0.09979471399175897
1700515532215231000,0.28123095703125,2.4202315693358827,-0.011236259394596977,-0.9345918422428465,0.013599782775487394,-0.3521471555178533,-0.04903407308489504,0.09973257386621659
1700515532225240800,0.29124072265625,2.4200196748855536,-0.010879278530024404,-0.9345856894053954,0.013863159089665648,-0.3522558870680145,-0.04844620615575029,0.09837744984332362
1700515532235250000,0.30125,2.420404615267067,-0.010707656796867367,-0.9346596848808996,0.014127728812494748,-0.3520722397992243,-0.04839246255988665,0.0981582556218142
1700515532245260000,0.311260009765625,2.420533064738759,-0.01133626855608294,-0.9346500047691854,0.013248956269441661,-0.3520186389927722,-0.04882418108656136,0.09941186016418257
1700515532255270000,0.321269775390625,2.420123365318966,-0.01130339477528162,-0.9345718048593321,0.013464392808769612,-0.35220085982285293,-0.04901285588019646,0.09973948231483644
1700515532265280000,0.331280029296875,2.4199613359773187,-0.010893973154486904,-0.9345642506487464,0.014045351323302348,-0.3522720817381991,-0.048738526570314855,0.0989351743852888
1700515532275290000,0.3412900390625,2.4204162054178386,-0.011067772334917056,-0.9346380891703061,0.01372767825428831,-0.35206481614686547,-0.04878158907908905,0.09914174116975993
1700515532285300000,0.351300048828125,2.420302148408072,-0.011480850120097181,-0.9345966692540459,0.013159198873125996,-0.352122222685997,-0.04906401281574095,0.09996184364387341
