time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1700516798692586800,0.064586669921875,1.7838623749176756,-0.020678326020716332,-0.7775615569772277,0.03970034598128933,-0.625859387937505,-0.05718917629722278,0.11507345597012465
1700516798702596600,0.0745966796875,1.7839303380473852,-0.021090563610666684,-0.7775651056421932,0.039312490259632724,-0.6258222871624202,-0.05739425200999819,0.11591281363588589
1700516798712606700,0.084606689453125,1.7837979762507812,-0.020918155356932283,-0.7775292429792796,0.03968484134829834,-0.6258657154487137,-0.05747048320440614,0.11581259206076927
1700516798722616600,0.094616455078125,1.7838282221940034,-0.021239501895542613,-0.7775247852322344,0.03938848347594958,-0.6258454753190188,-0.0576340197237477,0.1164722106892494
1700516798732626700,0.104626708984375,1.7837114726966772,-0.020997030664932338,-0.7775014509466617,0.03934989966245734,-0.625913319144245,-0.05729822107846819,0.11564111227838361
1700516798742636800,0.11463671875,1.7836764828428986,-0.021142032664183543,-0.7774839567613618,0.03925208700149081,-0.6259210926981754,-0.05739825969697131,0.11597877222147403
1700516798752646700,0.124646728515625,1.7835748983218944,-0.021495573044573595,-0.7774365515880765,0.03896353987846371,-0.6259491782466661,-0.05760167583663554,0.11673853833142203
1700516798762656800,0.13465673828125,1.7835848949046467,-0.021542509969183124,-0.7774378901714759,0.03889066562601359,-0.6259457776985818,-0.057602342177675625,0.11679875240507609
1700516798772666600,0.14466650390625,1.7834349994353142,-0.02140532527885336,-0.7774039181752009,0.03832755044126229,-0.6260497053580415,-0.05697899511687719,0.11565061668464995
1700516798782676700,0.1546767578125,1.7833584419312365,-0.021455396133993332,-0.7773781279982523,0.038257945037442516,-0.6260798728905836,-0.056982128392519316,0.11571698094159771
1700516798792686600,0.1646865234375,1.7834041041078712,-0.02190756325613487,-0.7773734145549994,0.03774436244405072,-0.626056055999184,-0.05713563072165425,0.11652568924139664
1700516798802696700,0.17469677734375,1.7833101203962987,-0.021784722590672125,-0.7773466457741218,0.038157008587441456,-0.6260779287240802,-0.05730686186931144,0.11663673874562397
1700516798812706800,0.184706787109375,1.7833299862157732,-0.022087696403590526,-0.7773395517950827,0.03786050769267212,-0.6260632864697732,-0.057447002137600935,0.11723661920830378
1700516798822716700,0.194716552734375,1.7832199652754979,-0.02177182383177089,-0.7773212941315746,0.03794662523139168,-0.6261269064376991,-0.05711983280256106,0.11632695193589238
1700516798832726800,0.204726806640625,1.7832087352059884,-0.021908939988521108,-0.77731114077843,0.03788196417134118,-0.6261240781774025,-0.057237462052467686,0.11668265267606776
1700516798842736600,0.214736572265625,1.783209956020189,-0.022188604251500484,-0.7772969246401364,0.03784185760758639,-0.6261031140180312,-0.057551321763223,0.11752399053489197
