-0.01904292,0.0390624,0.9985326
-0.04345692,0.02636712,1.00536852
-0.0317382,0.02294916,1.00878648
-0.03466788,0.0170898,0.99706776
-0.03271476,0.0195312,0.99560292
-0.0390624,0.03027336,1.00634508
-0.0268554,0.02490228,1.0034154
-0.0292968,0.02490228,1.00780992
-0.02880852,0.03222648,1.02001692
-0.03076164,0.02050776,0.9985326
-0.03515616,0.01416012,1.0082982
-0.03613272,0.03027336,1.01171616
-0.02636712,0.0170898,1.00292712
-0.02490228,0.02148432,1.00488024
-0.04052724,0.02636712,0.9960912
-0.02734368,0.0195312,1.00195056
-0.04199208,0.01757808,1.00195056
-0.02392572,0.03369132,1.00488024
-0.03076164,0.0146484,1.0082982
-0.02734368,0.02636712,1.01366928
-0.03076164,0.01367184,1.00927476
-0.03955068,0.01367184,0.99657948
-0.0219726,0.0097656,1.00488024
-0.03857412,0.01611324,0.9960912
-0.03808584,0.01269528,1.00292712
-0.02050776,0.02783196,1.00292712
-0.03515616,0.01757808,1.0034154
-0.03369132,0.01757808,1.01025132
-0.02783196,0.02001948,1.00048572
-0.03759756,0.02490228,1.01122788
-0.02734368,0.02343744,1.00243884
-0.03027336,0.02587884,1.00927476
-0.0317382,0.0073242,1.01122788
-0.02050776,0.01416012,1.0107396
-0.03955068,0.02099604,0.99902088
-0.0415038,0.0170898,0.99950916
-0.02832024,0.02343744,1.00439196
-0.02587884,0.0195312,1.01952864
-0.03222648,0.01123044,1.00488024
-0.02050776,0.02978508,1.00048572
-0.02587884,0.024414,1.00390368
-0.02734368,0.02734368,1.01366928
-0.03466788,0.01904292,0.99657948
-0.0317382,0.01611324,1.00780992
-0.03027336,0.02148432,1.00976304
-0.03320304,0.0195312,1.00634508
-0.03222648,0.01269528,1.00976304
-0.03759756,0.02587884,1.00780992
-0.03710928,0.024414,1.00536852
-0.03222648,0.03027336,0.99560292
-0.03222648,0.0195312,1.00878648
-0.0317382,0.01416012,1.00927476
-0.04492176,0.02783196,0.99902088
-0.02734368,0.03466788,0.99511464
-0.04052724,0.0219726,1.00195056
-0.02587884,0.01757808,1.00634508
-0.0292968,0.01367184,0.99950916
-0.0268554,0.03076164,1.00243884
-0.03076164,0.02832024,1.01171616
-0.02978508,0.00634764,0.99218496
-0.02880852,0.01904292,0.9912084
-0.02099604,0.02001948,1.00878648
-0.03564444,0.01074216,1.000974
-0.02978508,0.00585936,0.99902088
-0.02587884,0.02636712,0.9985326
-0.02099604,0.02587884,0.99560292
-0.03027336,0.02246088,1.01513412
-0.02587884,0.02050776,1.00292712
-0.03027336,0.02587884,0.99902088
-0.0341796,0.02050776,1.00732164
-0.03710928,0.00927732,0.99999744
-0.02734368,0.01562496,1.01269272
-0.0292968,0.02294916,1.01122788
-0.02978508,0.00781248,1.0107396
-0.03466788,0.01269528,1.00243884
-0.02978508,0.01318356,1.00976304
-0.02490228,0.0073242,1.00536852
-0.03320304,0.0170898,1.01220444
-0.03369132,0.01416012,1.0034154
-0.02978508,0.02343744,1.00976304
-0.04003896,0.00927732,1.01171616
-0.03613272,0.01806636,1.00780992
-0.02880852,0.02246088,1.00780992
-0.03320304,0.00878904,1.00878648
-0.03369132,0.01855464,1.00536852
-0.03466788,0.01806636,1.0034154
-0.02490228,0.0097656,1.00780992
-0.02783196,0.0097656,1.01025132
-0.02734368,0.02099604,1.00878648
-0.03710928,0.01611324,1.00292712
-0.02783196,0.01123044,1.00878648
-0.02832024,0.01171872,1.0034154
-0.03320304,0.01367184,1.00780992
-0.03369132,0.01904292,1.0058568
-0.02148432,0.01806636,1.01464584
-0.03271476,0.00634764,1.00439196
-0.03124992,0.03271476,1.00780992
-0.02832024,0.01611324,1.00292712
-0.04443348,0.01123044,1.00878648
-0.02783196,0.02392572,1.0034154
-0.04199208,0.02734368,1.00195056
-0.02978508,0.01806636,1.00195056
-0.01904292,0.02148432,1.01757552
-0.03955068,0.02099604,1.00634508
-0.02392572,0.02490228,1.00292712
-0.03613272,0.03027336,1.0107396
-0.02636712,0.01513668,0.99706776
-0.02294916,0.01513668,0.9985326
-0.03222648,0.02099604,0.99706776
-0.02832024,0.0146484,1.00976304
-0.03027336,0.01513668,1.000974
-0.03027336,0.01562496,1.0107396
-0.03271476,0.0219726,1.0034154
