time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1697842578847842600,0.140842529296875,0.1031065583229065,-0.007189929950982332,0.013757315464317799,0.9945492148399353,-0.017145002260804176,-0.02588488720357418,-0.20682716369628906
1697842578863742200,0.1567421875,0.10318569839000702,-0.019252700731158257,0.02150369994342327,0.9942432641983032,-0.042766693979501724,-0.03879633918404579,-0.20765569806098938
1697842578876952600,0.16995263671875,0.101689413189888,0.04399745911359787,0.02056015096604824,0.9936301112174988,0.08345319330692291,-0.04982713609933853,-0.2018917351961136
1697842578888166400,0.18116650390625,0.10259664803743362,-0.009409947320818901,0.016127167269587517,0.9945477843284607,-0.02203827165067196,-0.03015218861401081,-0.20592322945594788
1697842578899443700,0.192443603515625,-0.5979502201080322,-0.017958875745534897,0.005405707750469446,0.8013138175010681,-0.022328700870275497,-0.03014492802321911,1.281808614730835
1697842578909322800,0.20232275390625,-0.5916237831115723,-0.017883148044347763,0.005459864158183336,0.805997371673584,-0.022379083558917046,-0.029965948313474655,1.266064167022705
1697842578919265800,0.212265869140625,-0.5892398357391357,-0.018220558762550354,0.005319892428815365,0.8077352643013,-0.023177944123744965,-0.03007121942937374,1.2601497173309326
1697842578929245400,0.222245361328125,-0.5892398357391357,-0.018220558762550354,0.005319892428815365,0.8077352643013,-0.023177944123744965,-0.03007121942937374,1.2601497173309326
1697842578939212800,0.232212890625,-0.5892398357391357,-0.018220558762550354,0.005319892428815365,0.8077352643013,-0.023177944123744965,-0.03007121942937374,1.2601497173309326
1697842578949181400,0.242181396484375,-0.5892398357391357,-0.018220558762550354,0.005319892428815365,0.8077352643013,-0.023177944123744965,-0.03007121942937374,1.2601497173309326
1697842578959277000,0.252277099609375,-0.5892398357391357,-0.018220558762550354,0.005319892428815365,0.8077352643013,-0.023177944123744965,-0.03007121942937374,1.2601497173309326
1697842578969202700,0.26220263671875,-0.5892398357391357,-0.018220558762550354,0.005319892428815365,0.8077352643013,-0.023177944123744965,-0.03007121942937374,1.2601497173309326
1697842578979159300,0.2721591796875,-0.5892398357391357,-0.018220558762550354,0.005319892428815365,0.8077352643013,-0.023177944123744965,-0.03007121942937374,1.2601497173309326
1697842578989794600,0.282794677734375,-0.5960447788238525,-0.01906517706811428,0.00514809787273407,0.8027083277702332,-0.024484766647219658,-0.030997203662991524,1.2770423889160156
1697842578999628300,0.292628173828125,-0.5960447788238525,-0.01906517706811428,0.00514809787273407,0.8027083277702332,-0.024484766647219658,-0.030997203662991524,1.2770423889160156
1697842579009403100,0.302403076171875,-0.5960447788238525,-0.01906517706811428,0.00514809787273407,0.8027083277702332,-0.024484766647219658,-0.030997203662991524,1.2770423889160156
1697842579019248600,0.31224853515625,-0.5960447788238525,-0.01906517706811428,0.00514809787273407,0.8027083277702332,-0.024484766647219658,-0.030997203662991524,1.2770423889160156
1697842579029179400,0.322179443359375,-0.5960447788238525,-0.01906517706811428,0.00514809787273407,0.8027083277702332,-0.024484766647219658,-0.030997203662991524,1.2770423889160156
1697842579039350300,0.332350341796875,-0.5960447788238525,-0.01906517706811428,0.00514809787273407,0.8027083277702332,-0.024484766647219658,-0.030997203662991524,1.2770423889160156
1697842579049211100,0.342211181640625,-0.5960447788238525,-0.01906517706811428,0.00514809787273407,0.8027083277702332,-0.024484766647219658,-0.030997203662991524,1.2770423889160156
1697842579059376600,0.352376708984375,-0.5960447788238525,-0.01906517706811428,0.00514809787273407,0.8027083277702332,-0.024484766647219658,-0.030997203662991524,1.2770423889160156
1697842579069380400,0.36238037109375,-0.5960447788238525,-0.01906517706811428,0.00514809787273407,0.8027083277702332,-0.024484766647219658,-0.030997203662991524,1.2770423889160156
1697842579079296500,0.372296630859375,-0.5960447788238525,-0.01906517706811428,0.00514809787273407,0.8027083277702332,-0.024484766647219658,-0.030997203662991524,1.2770423889160156
1697842579089314800,0.382314697265625,-0.5978913903236389,-0.016083845868706703,0.0052303350530564785,0.801398754119873,-0.019533494487404823,-0.027619464322924614,1.2816795110702515
1697842579099348000,0.392347900390625,-0.5978913903236389,-0.016083845868706703,0.0052303350530564785,0.801398754119873,-0.019533494487404823,-0.027619464322924614,1.2816795110702515
1697842579109271600,0.402271484375,-0.5973203778266907,-0.015517246909439564,0.004996234085410833,0.8018369674682617,-0.018923697993159294,-0.026552986353635788,1.280258297920227
1697842579119235300,0.4122353515625,-0.5970205664634705,-0.015087484382092953,0.004993691574782133,0.8020685911178589,-0.018246915191411972,-0.026028582826256752,1.2795145511627197
1697842579129179100,0.42217919921875,-0.5970715880393982,-0.014723382890224457,0.00454367371276021,0.8020400404930115,-0.018198320642113686,-0.024872809648513794,1.2796416282653809
1697842579139272400,0.4322724609375,-0.5968014597892761,-0.014476859010756016,0.004320722538977861,0.8022468090057373,-0.01807708479464054,-0.02421455830335617,1.2789686918258667
1697842579149301800,0.4423017578125,-0.5963543057441711,-0.014164012856781483,0.003893061773851514,0.8025869727134705,-0.0180982518941164,-0.023144645616412163,1.277854323387146
1697842579159426300,0.45242626953125,-0.5960924625396729,-0.014021892100572586,0.0035910781007260084,0.8027853965759277,-0.018237529322504997,-0.02248431369662285,1.277201771736145
1697842579169496300,0.462496337890625,-0.5958042740821838,-0.0137966088950634,0.0031921546906232834,0.8030048608779907,-0.0183589905500412,-0.021568460389971733,1.2764842510223389
1697842579179290600,0.47229052734375,-0.5954508185386658,-0.013543004170060158,0.0027849196922034025,0.8032727837562561,-0.018445847555994987,-0.02060394361615181,1.2756049633026123
