0,-0.01904292,0.0390624,0.9985326
0.0005,-0.04345692,0.02636712,1.00536852
0.001,-0.0317382,0.02294916,1.00878648
0.0015,-0.03466788,0.0170898,0.99706776
0.002,-0.03271476,0.0195312,0.99560292
0.0025,-0.0390624,0.03027336,1.00634508
0.003,-0.0268554,0.02490228,1.0034154
0.0035,-0.0292968,0.02490228,1.00780992
0.004,-0.02880852,0.03222648,1.02001692
0.0045,-0.03076164,0.02050776,0.9985326
0.005,-0.03515616,0.01416012,1.0082982
0.0055,-0.03613272,0.03027336,1.01171616
0.006,-0.02636712,0.0170898,1.00292712
0.0065,-0.02490228,0.02148432,1.00488024
0.007,-0.04052724,0.02636712,0.9960912
0.0075,-0.02734368,0.0195312,1.00195056
0.008,-0.04199208,0.01757808,1.00195056
0.0085,-0.02392572,0.03369132,1.00488024
0.009,-0.03076164,0.0146484,1.0082982
0.0095,-0.02734368,0.02636712,1.01366928
0.01,-0.03076164,0.01367184,1.00927476
0.0105,-0.03955068,0.01367184,0.99657948
0.011,-0.0219726,0.0097656,1.00488024
0.0115,-0.03857412,0.01611324,0.9960912
0.012,-0.03808584,0.01269528,1.00292712
0.0125,-0.02050776,0.02783196,1.00292712
0.013,-0.03515616,0.01757808,1.0034154
0.0135,-0.03369132,0.01757808,1.01025132
0.014,-0.02783196,0.02001948,1.00048572
0.0145,-0.03759756,0.02490228,1.01122788
0.015,-0.02734368,0.02343744,1.00243884
0.0155,-0.03027336,0.02587884,1.00927476
0.016,-0.0317382,0.0073242,1.01122788
0.0165,-0.02050776,0.01416012,1.0107396
0.017,-0.03955068,0.02099604,0.99902088
0.0175,-0.0415038,0.0170898,0.99950916
0.018,-0.02832024,0.02343744,1.00439196
0.0185,-0.02587884,0.0195312,1.01952864
0.019,-0.03222648,0.01123044,1.00488024
0.0195,-0.02050776,0.02978508,1.00048572
0.02,-0.02587884,0.024414,1.00390368
0.0205,-0.02734368,0.02734368,1.01366928
0.021,-0.03466788,0.01904292,0.99657948
0.0215,-0.0317382,0.01611324,1.00780992
0.022,-0.03027336,0.02148432,1.00976304
0.0225,-0.03320304,0.0195312,1.00634508
0.023,-0.03222648,0.01269528,1.00976304
0.0235,-0.03759756,0.02587884,1.00780992
0.024,-0.03710928,0.024414,1.00536852
0.0245,-0.03222648,0.03027336,0.99560292
0.025,-0.03222648,0.0195312,1.00878648
0.0255,-0.0317382,0.01416012,1.00927476
0.026,-0.04492176,0.02783196,0.99902088
0.0265,-0.02734368,0.03466788,0.99511464
0.027,-0.04052724,0.0219726,1.00195056
0.0275,-0.02587884,0.01757808,1.00634508
0.028,-0.0292968,0.01367184,0.99950916
0.0285,-0.0268554,0.03076164,1.00243884
0.029,-0.03076164,0.02832024,1.01171616
0.0295,-0.02978508,0.00634764,0.99218496
0.03,-0.02880852,0.01904292,0.9912084
0.0305,-0.02099604,0.02001948,1.00878648
0.031,-0.03564444,0.01074216,1.000974
0.0315,-0.02978508,0.00585936,0.99902088
0.032,-0.02587884,0.02636712,0.9985326
0.0325,-0.02099604,0.02587884,0.99560292
0.033,-0.03027336,0.02246088,1.01513412
0.0335,-0.02587884,0.02050776,1.00292712
0.034,-0.03027336,0.02587884,0.99902088
0.0345,-0.0341796,0.02050776,1.00732164
0.035,-0.03710928,0.00927732,0.99999744
0.0355,-0.02734368,0.01562496,1.01269272
0.036,-0.0292968,0.02294916,1.01122788
0.0365,-0.02978508,0.00781248,1.0107396
0.037,-0.03466788,0.01269528,1.00243884
0.0375,-0.02978508,0.01318356,1.00976304
0.038,-0.02490228,0.0073242,1.00536852
0.0385,-0.03320304,0.0170898,1.01220444
0.039,-0.03369132,0.01416012,1.0034154
0.0395,-0.02978508,0.02343744,1.00976304
0.04,-0.04003896,0.00927732,1.01171616
0.0405,-0.03613272,0.01806636,1.00780992
0.041,-0.02880852,0.02246088,1.00780992
0.0415,-0.03320304,0.00878904,1.00878648
0.042,-0.03369132,0.01855464,1.00536852
