time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1700515576999883300,-465.45111669921874,47.194145110435784,1.2882370167606607,-1,-30.075954270164416,42.94924726802856,-1,3.721514821705716,4.799066371657347,-51.12148227279108,0.14128595411429298
1700516042470347000,0.019346923828125,57.121450424194336,-1,-1,-30.07658714366965,52.87655258178711,-1,1414,6.628711223602295,-51.1247605740514,-1
1700516042518949000,0.06794921875,57.121450424194336,-1,-1,-30.076569885367096,52.87655258178711,-1,1414,8.20151424407959,-51.12472011551203,-1
1700516048445365800,5.99436572265625,58.29475145108911,6.192810683862432,180,-30.07554286075572,54.049853608681886,185.05354856554544,114.00525836701436,137.70323467804457,-51.12231755317737,0.29171645641326904
1700516049446364400,6.995364501953125,46.92514293644854,4.944514156534966,155.26470070413038,-30.075601611102567,42.68024509404131,142.19678334460804,72.06321091758254,12.345123647367986,-51.122389004402606,1.316793441772461
1700516050444365800,7.99336572265625,46.83298900818777,3.8554518617049305,35.61845957361911,-30.0756304834685,42.58809116578055,111.44639934644833,46.194061303139264,7.639804914072968,-51.12236558155685,1.316793441772461
1700516051442366200,8.9913662109375,46.80029573338961,2.8667931273134,18.49142726659339,-30.07564013736485,42.555397890982384,113.08744859396246,33.462176427039466,8.037038014751975,-51.122301651922434,4.498847484588623
1700516052441365800,9.99036572265625,46.80521850429971,2.672288413630858,13.911023511338751,-30.075647557936207,42.56032066189248,115.65651137153434,28.849874398260322,8.035733669722,-51.122218576119515,6.505050182342529
1700516053443366000,10.992365966796875,46.82387589371329,2.638925191043788,12.107208284588271,-30.07568530033555,42.578978051306066,117.4677495303876,22.852350774354406,7.975011807365118,-51.12213139188115,9.19172477722168
1700516054445367000,11.994366943359376,46.81135420847711,2.59071173228682,11.19656903020121,-30.075685984873008,42.566456366069886,118.13794708251953,18.783915352474907,7.86856537896666,-51.12201318137833,9.798566818237305
1700516055395771100,12.944771240234376,46.79833187957425,2.8273775120854823,11.59822066959687,-30.07572714379589,42.55343403716702,118.13794708251953,17.91720029926801,7.7453374009418905,-51.12192469295596,9.798566818237305
1700516056345771800,13.894771728515625,46.79248267293567,1.7450259140096631,5.475912653156879,-30.075760678638225,42.54758483052844,118.4654769897461,11.451551317484725,7.729027184277163,-51.12181523079496,10.242472648620605
1700516057295151600,14.844151611328124,46.746370711140635,1.2454141937383314,3.6136392311886034,-30.075811809489018,42.50147286873341,118.4654769897461,10.302398841649488,7.708595303298334,-51.12170677388741,11.183660507202148
1700516058245172200,15.794172119140624,46.6987477179339,1.1596791966539997,3.2289725970588488,-30.07581928204733,42.45384987552667,118.4654769897461,17.935459010658086,18.42411949861639,-51.12172831406824,11.82227897644043
1700516059195161300,16.744161376953127,46.75532727133192,1.286104133423886,3.7793226495749446,-30.075841113421678,42.510429428924695,114.90643310546875,12.152105909372441,12.565172448256096,-51.12160878336596,11.82227897644043
1700516060145163000,17.6941630859375,46.771622168148475,2.954313179519419,16.74985313627245,-30.075868649965617,42.52672432574125,114.90643310546875,13.199547595506768,14.535720619896605,-51.12154022797652,10.55667781829834
1700516061095156200,18.64415625,46.77163006272167,2.9543131796831483,16.749853136272456,-30.07590644963447,41.46718193497509,114.90643310546875,13.199547595518398,14.535720619886042,-51.12144572438674,10.556677818285289
1700516062045154000,19.594154052734375,46.85847818851471,2.475954105067885,20.681290194764717,-30.07589849524312,41.553996205329895,118.59738084028015,17.385765672032335,19.0070741246082,-51.12147568466948,5.47827291488465
1700516063000155400,20.5491552734375,46.87561826314777,1.6222460307606172,-1,-30.075878141965397,41.571062847040594,-1,9.926854076540963,12.677987541306818,-51.12151902675099,0.12001121789216995
1700516064000147000,21.54914697265625,46.819973916746676,1.4907471482515136,-1,-30.075878220130157,41.5154185006395,-1,8.28626019214328,11.805241488679865,-51.121517755665344,0.08013400435447693
1700516065000147700,22.549147705078123,46.81727544683963,1.4960169831497216,-1,-30.075880883258417,41.51273624319583,-1,7.9593459551528865,11.961274721737247,-51.121510812934886,0.22830277681350708
